0,1.5
1,0.0
2,1.5
3,1.0
4,1.0
5,3.0
6,1.5
7,3.0
8,1.5
9,0.5
10,1.0
11,2.0
12,1.5
13,1.0
14,2.5
15,1.5
16,2.0
17,1.0
18,0.0
19,1.0
20,0.5
21,1.0
22,2.0
23,2.5
24,1.0
25,2.0
26,1.5
27,1.5
28,1.5
29,2.0
30,0.0
31,2.0
32,1.0
33,2.0
34,0.5
35,2.0
36,0.0
37,0.0
38,1.0
39,0.0
40,0.5
41,2.0
42,3.0
43,0.5
44,2.0
45,2.0
46,0.5
47,0.0
48,2.0
49,2.0
50,0.5
51,2.0
52,1.0
53,0.5
54,1.0
55,1.0
56,2.0
57,2.0
58,0.5
59,1.5
60,1.5
61,0.0
62,1.5
63,1.0
64,2.0
65,2.0
66,2.0
67,2.0
68,0.5
69,2.0
70,1.5
71,1.5
72,2.0
73,1.5
74,0.0
75,1.5
76,0.5
77,0.5
78,2.0
79,1.0
80,0.5
81,1.0
82,0.0
83,2.0
84,2.0
85,3.0
86,2.5
87,1.0
88,1.5
89,1.0
90,3.0
91,0.5
92,0.5
93,1.5
94,1.0
95,1.0
96,1.5
97,2.0
98,2.0
99,2.0
100,0.5
101,1.0
102,0.0
103,1.0
104,2.0
105,0.5
106,1.5
107,2.0
108,2.0
109,0.5
110,2.0
111,1.5
112,2.0
113,0.5
114,2.0
115,2.0
116,1.5
117,2.0
118,1.5
119,0.5
120,1.0
121,2.5
122,2.5
123,1.0
124,0.0
125,2.5
126,2.0
127,2.0
128,0.0
129,1.0
130,1.5
131,0.0
132,1.0
133,2.0
134,2.0
135,1.5
136,0.0
137,2.0
138,1.5
139,3.0
140,2.0
141,0.5
142,2.5
143,1.5
144,2.0
145,2.0
146,0.5
147,2.0
148,2.0
149,0.5
150,2.0
151,1.5
152,2.0
153,2.0
154,2.5
155,1.0
156,1.0
157,2.0
158,2.5
159,1.5
160,2.0
161,0.0
162,1.0
163,0.5
164,2.0
165,3.0
166,0.5
167,1.5
168,0.5
169,2.0
170,2.0
171,3.0
172,1.0
173,2.0
174,2.0
175,1.0
176,0.5
177,1.5
178,2.0
179,1.0
180,1.0
181,2.0
182,0.0
183,0.0
184,2.0
185,2.0
186,1.0
187,1.5
188,2.0
189,1.5
190,1.5
191,0.5
192,1.0
193,1.5
194,1.0
195,1.5
196,0.5
197,1.0
198,0.5
199,1.5
200,1.5
201,2.0
202,1.5
203,2.0
204,2.0
205,1.5
206,2.0
207,0.5
208,0.5
209,0.5
210,2.0
211,1.5
212,2.0
213,0.5
214,0.5
215,2.0
216,2.5
217,2.0
218,1.5
219,2.0
220,1.0
221,0.0
222,0.5
223,1.5
224,0.5
225,2.0
226,0.0
227,2.0
228,0.5
229,1.0
230,1.5
231,2.0
232,1.5
233,1.0
234,0.0
235,2.5
236,1.0
237,2.5
238,2.0
239,1.0
240,2.0
241,0.0
242,1.0
243,0.0
244,0.5
245,2.5
246,0.0
247,1.0
248,3.0
249,2.5
250,0.5
251,3.0
252,1.0
253,1.5
254,2.0
255,2.0
256,0.5
257,0.5
258,2.5
259,0.0
260,0.0
261,2.0
262,1.5
263,2.0
264,1.0
265,0.5
266,2.0
267,3.0
268,1.5
269,2.0
270,1.0
271,1.0
272,1.0
273,1.0
274,1.5
275,0.5
276,2.0
277,1.0
278,2.0
279,0.5
280,1.0
281,2.0
282,0.0
283,2.5
284,2.0
285,0.0
286,2.0
287,2.5
288,0.0
289,2.5
290,2.5
291,2.0
292,1.0
293,2.5
294,0.5
295,2.5
296,2.0
297,1.5
298,2.0
299,1.5
300,1.5
301,1.0
302,0.5
303,1.5
304,0.5
305,2.5
306,2.5
307,0.5
308,0.5
309,2.0
310,0.5
311,1.5
312,0.5
313,1.5
314,1.5
315,1.0
316,2.0
317,2.0
318,0.0
319,1.0
320,2.0
321,2.0
322,2.0
323,2.5
324,0.5
325,1.0
326,0.0
327,2.0
328,1.0
329,2.0
330,1.0
331,1.0
332,1.5
