1,2
2,1
6,0
10,0
12,3
13,3
15,0
18,3
23,0
24,1
25,2
26,2
29,0
31,0
34,2
36,0
37,1
40,2
47,1
52,1
54,2
58,1
60,2
62,1
64,1
66,3
69,2
71,1
75,3
76,2
79,1
80,1
81,1
83,2
87,2
88,2
89,0
92,0
93,2
97,0
99,3
100,0
103,1
106,0
107,2
110,2
111,0
116,0
117,2
126,2
128,3
129,2
133,0
140,0
143,0
144,1
145,2
149,1
153,0
158,0
164,3
166,0
169,0
171,1
172,2
174,2
176,2
177,2
179,0
181,2
182,3
188,2
189,0
191,1
192,0
195,2
196,0
197,1
199,2
202,0
204,0
205,1
209,0
210,2
214,2
219,0
220,1
221,1
222,0
226,2
227,2
228,1
231,0
234,1
235,1
238,1
240,0
241,2
244,2
245,2
246,0
247,1
250,0
252,0
253,2
254,2
255,3
256,2
257,1
260,0
262,2
263,0
266,2
267,3
268,1
269,1
272,0
274,1
275,0
277,1
282,0
283,2
285,1
286,1
294,1
295,1
296,2
297,2
301,0
303,2
304,1
308,1
309,1
311,2
313,2
314,3
316,0
319,2
331,0
332,3
334,2
336,0
338,3
339,0
343,2
344,3
345,0
349,3
350,2
354,0
355,2
358,1
359,2
367,2
371,1
372,1
375,0
378,2
379,1
380,0
382,2
387,0
389,0
390,0
392,2
395,3
402,3
403,1
404,0
407,1
411,2
417,3
418,1
419,1
422,2
423,1
425,0
426,1
427,2
431,1
433,0
434,2
435,0
436,0
437,2
438,2
442,1
444,0
445,2
447,2
451,3
454,3
455,2
457,0
458,1
461,0
463,0
467,0
468,2
471,1
478,0
479,2
480,1
486,2
489,2
493,0
494,2
499,1
500,1
501,1
503,3
507,3
508,3
511,1
513,2
514,2
515,0
516,2
519,1
522,3
525,0
526,1
527,0
528,2
529,2
531,3
534,0
536,2
538,0
539,1
541,0
544,0
545,2
546,1
547,0
549,3
551,1
553,1
554,2
558,0
559,2
563,1
566,0
571,0
572,1
576,2
584,1
588,0
589,2
590,0
593,0
597,3
598,0
599,0
600,1
602,1
605,3
608,2
610,0
611,1
612,3
615,2
616,0
622,2
630,3
632,0
638,2
639,1
640,1
641,2
642,1
646,0
647,0
649,0
650,2
652,3
653,2
654,1
655,2
659,1
662,1
665,2
666,2
667,0
668,2
669,2
677,2
679,3
680,0
682,0
684,2
687,2
688,1
689,2
690,2
691,2
692,2
693,1
695,2
696,3
699,0
702,1
704,0
705,3
707,0
708,2
710,2
711,0
712,1
714,1
717,1
720,0
725,0
728,2
730,2
734,0
742,2
743,2
745,0
746,3
748,2
749,0
750,2
754,0
755,2
756,0
757,2
759,1
763,1
766,2
768,2
771,3
772,1
775,1
778,1
780,1
787,1
791,2
800,2
803,2
805,0
807,1
808,0
809,0
816,0
817,3
819,1
821,2
823,3
828,0
831,2
835,2
836,0
843,2
845,1
849,1
851,0
861,0
862,3
863,2
864,0
865,1
866,0
869,0
873,1
875,1
876,2
879,1
880,1
881,1
886,1
890,0
893,1
903,2
906,0
908,1
910,0
911,3
914,1
915,2
916,1
917,2
921,0
923,0
925,1
927,2
928,0
929,2
930,1
934,2
935,3
937,3
939,0
941,0
942,2
943,2
946,1
947,2
950,3
955,2
956,0
959,0
962,1
963,1
965,3
969,1
970,1
973,2
980,0
986,2
991,1
992,3
995,0
997,1
998,2
999,1
1000,1
1002,2
1003,1
1005,3
1009,0
1013,2
1014,0
1015,3
1017,3
1019,1
1021,3
1022,3
1023,0
1024,3
1029,2
1039,0
1042,0
1043,0
1044,2
1047,3
1051,0
1053,2
1054,0
1058,0
1059,0
1061,0
1067,1
1068,2
1072,1
1073,2
1077,2
1078,0
1079,0
1080,1
1085,1
1088,1
1094,2
1095,2
1100,0
1105,2
1106,0
1109,1
1112,2
1113,0
1116,2
1119,3
1120,1
1121,2
1124,1
1125,0
1127,0
1132,0
1135,0
1143,2
1145,2
1146,2
1147,1
1149,2
1150,0
1154,3
1157,2
1160,2
1162,0
1163,0
1164,1
1167,0
1169,1
1171,2
1175,1
1178,1
1179,0
1188,0
1191,3
1193,0
1196,2
1203,3
1208,1
1209,2
1211,1
1212,0
1223,2
1226,2
1227,3
1231,2
1235,0
1236,1
1238,0
1241,1
1243,2
1248,1
1249,1
1251,2
1252,1
1255,2
1256,1
1258,2
1259,0
1260,0
1262,2
1263,0
1264,2
1266,2
1281,0
1288,0
1291,0
1293,1
1295,1
1296,0
1297,2
1298,0
1300,1
1302,0
1303,2
1306,3
1310,0
1313,3
1315,0
1318,1
1320,2
1323,3
1324,2
1327,2
1328,2
1331,0
1336,0
1341,3
1344,2
1345,1
1348,1
1349,1
1351,0
1353,2
1356,2
1357,0
1361,1
1363,2
1366,1
1368,2
1370,1
1374,2
1375,2
1380,1
1381,1
1382,0
1383,2
1384,1
1392,0
1393,2
1398,2
1399,0
1401,2
1402,0
1404,0
1406,1
1409,0
1413,1
1419,0
1421,1
1427,2
1428,1
1433,0
1436,2
1437,1
1440,0
1442,2
1447,2
1448,0
1451,1
1454,2
1457,3
1462,3
1467,0
1469,0
1470,0
1472,0
1473,0
1480,2
1481,2
1482,3
1486,3
1487,1
1488,1
1489,1
1491,2
1493,2
1494,0
1495,0
1500,2
1503,2
1508,1
1512,3
1513,3
1514,0
1515,3
1517,0
1518,0
1523,0
1524,3
1526,3
1527,0
1533,0
1537,2
1540,0
1541,1
1544,1
1546,3
1549,1
1551,2
1553,0
1554,0
1556,1
1557,0
1558,2
1562,2
1563,1
1565,1
1567,0
1568,0
1569,1
1570,2
1572,1
1577,0
1581,2
1582,2
1584,0
1585,2
1586,2
1591,2
1593,2
1595,0
1596,1
1598,0
1599,2
1605,0
1606,1
1609,1
1610,0
1611,1
1613,1
1619,2
1620,1
1623,3
1625,1
1629,1
1637,2
1638,1
1644,3
1645,0
1650,0
1651,0
1653,0
1657,1
1658,0
1660,1
1664,2
1665,2
1666,0
1667,1
1672,1
1673,2
1679,0
1680,0
1690,0
1692,0
1697,2
1698,2
1700,1
1701,0
1702,0
1703,0
1707,0
1712,1
1713,0
1714,2
1722,1
1723,0
1724,1
1728,0
1729,2
1730,3
1731,2
1732,0
1734,0
1735,3
1736,1
1737,0
1738,3
1739,0
1742,0
1743,0
1748,1
1752,2
1753,1
1754,0
1755,2
1759,2
1761,0
1762,0
1766,0
1767,2
1769,0
1772,2
1777,3
1778,0
1779,2
1781,3
1782,0
1786,1
1789,1
1791,3
1793,0
1795,0
1801,1
1804,1
1807,0
1808,0
1812,1
1818,2
1820,1
1821,1
1823,2
1826,0
1829,2
1832,0
1833,1
1835,0
1838,0
1839,0
1841,1
1846,0
1847,0
1849,0
1850,0
1851,2
1853,3
1855,1
1856,2
1859,1
1860,1
1861,1
1869,0
1870,2
1873,2
1876,0
1877,2
1879,2
1881,2
1882,0
1884,0
1886,1
1890,0
1891,1
1894,2
1895,0
1897,1
1902,2
1903,2
1905,2
1909,0
1910,0
1913,1
1914,0
1915,2
1918,0
1925,2
1930,0
1932,2
1933,1
1937,1
1945,1
1948,1
1952,0
1957,0
1966,2
1971,1
1972,2
1973,1
1974,0
1977,2
1978,2
1980,0
1982,0
1988,2
1998,2
