id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0,-0.01413497078753851,-0.8307471607356973,-0.6996690813659109,0.8759593940864869,-0.1747802174602947,0.7732202191637052,-0.3854222741037329,0.08856428102860989,-0.5902227394645022,-0.33200999116558333,-0.9591534659861063,1.8584280506234738,-1.4765199917014444,0.033413061364026636,0.7041923875041409,-1.1113435817523805,-1.2313061192796195,0.348561798111617,-0.8350524464976421,1.0944415004020076,2
3,-0.01413497078753851,1.2037356818823368,1.7440893255428114,0.8759593940864869,-0.5610348416819405,-1.2932926160176896,-1.2422335540675706,0.12898224441915532,1.629327996220656,-1.146758435743702,1.834497405818087,2.4312324429483296,-0.31893778998301336,-0.6752811895402518,0.4717856589549195,3.3728941388355698,0.6996496349487434,0.348561798111617,-0.8350524464976421,1.0944415004020076,3
4,1.8291442966671572,1.2037356818823368,1.7457575583044525,0.8759593940864869,-0.5610348416819405,-1.2932926160176896,-1.356475058062749,1.5013032875192525,-0.4460960683161153,-0.7393842134546427,1.1771677889229826,-0.44949631345209046,-1.4765199917014444,0.033413061364026636,1.4014125731518055,2.1770974133454497,0.12036290868023457,0.348561798111617,-0.8350524464976421,1.0944415004020076,1
5,-0.0568364209988442,1.2037356818823368,1.8288417677858668,0.8759593940864869,0.5977290309829969,-1.2932926160176896,0.1857852458721589,-1.0760219398402637,-0.15784272601934154,1.7048611202797135,-0.6304886575385542,-0.2514014611064112,-0.5329086220936291,0.016127835732214966,0.7041923875041409,-0.5134452190073204,1.665127512062925,0.348561798111617,-0.8350524464976421,-0.9137080416200248,2
7,-0.01413497078753851,1.2037356818823368,1.4550504395145738,-1.1416054291453446,0.9839836552046428,0.7732202191637052,-1.0137505460772138,-0.7211708312742126,-0.0713667233303094,0.8901126757015947,-0.4661562533147781,-0.44949631345209046,1.0825711603415198,0.033413061364026636,0.9365991160533624,0.6823515064827997,-0.8451149684339468,0.348561798111617,1.1975295733749147,1.0944415004020076,0
8,-0.01413497078753851,1.2037356818823368,-0.9309449589826327,-1.1416054291453446,0.21147440676135112,-1.2932926160176896,1.3282002858239426,0.12079958054205236,-1.0226027529096628,0.48273845341253535,1.0128353846992064,1.6889734178940374,1.0825711603415198,0.033413061364026636,0.9365991160533624,0.38340232511026967,0.5065540595259072,0.348561798111617,1.1975295733749147,1.0944415004020076,1
9,1.8220273882986062,1.2037356818823368,-0.9135760066348589,0.8759593940864869,0.5977290309829969,0.7732202191637052,-1.5278373140555166,-1.0778912764426407,1.7446293331393654,0.075364231123476,1.834497405818087,-1.1559550639860792,0.474893997147371,1.4629012211148518,0.7041923875041409,-0.5134452190073204,-0.8451149684339468,0.348561798111617,1.1975295733749147,-0.9137080416200248,3
11,-0.13037780747387068,-0.8307471607356973,-0.9310559177182636,-1.1416054291453446,-0.5610348416819405,-1.2932926160176896,-1.5849580660531057,1.3167469421916125,1.110471980086463,1.297486897990654,1.5058325973705347,-0.13206721270539962,0.8514826616620547,1.1560884661501947,0.239378930405698,0.6823515064827997,-0.6520193930111106,0.348561798111617,1.1975295733749147,1.0944415004020076,2
14,1.7556029101921309,1.2037356818823368,-0.1550588777586331,0.8759593940864869,-0.5610348416819405,-1.2932926160176896,-0.1569392661133762,-1.0866120943283628,0.9086946404787215,0.8901126757015947,-1.1234858702098824,1.1448092451854244,0.6396515378725451,-1.422002936834516,-0.4578412552419665,-0.5134452190073204,1.665127512062925,0.348561798111617,-0.8350524464976421,-0.9137080416200248,2
16,-0.43166026174252753,1.2037356818823368,0.5736494254728396,0.8759593940864869,-0.5610348416819405,0.7732202191637052,1.7280455498070668,-0.9038580415843224,-0.10019205755998677,-0.33200999116558333,-0.9591534659861063,-1.1607284339221196,-0.8560045785806588,0.23910724638258551,-0.4578412552419665,0.08445314373773966,-1.2313061192796195,0.348561798111617,1.1975295733749147,-0.9137080416200248,0
